Time spent on page,Average mouse speed,Average time spent on fields,Average interval between fields,Average mouse angle change,Average variance of x-axis clicks,Jitter count,Tremors count,Backspace count,Repeated key count,isHuman
61.52,6.45,65.67,36.85,89.12,18054.0,0,109,0,3.0,TRUE
43.55,16.31,62.29,62.6,81.41,37520.0,0,114,3,5.0,TRUE
66.56,16.7,16.18,43.66,64.29,69836.0,1,100,2,3.0,TRUE
43.28,7.34,68.43,38.44,50.19,46865.0,1,77,2,4.0,TRUE
18.35,4.41,38.56,34.28,91.86,54467.0,1,122,1,5.0,TRUE
35.11,17.63,62.72,22.21,95.13,92708.0,0,118,3,,TRUE
61.62,15.45,49.59,35.61,58.33,90035.0,1,174,1,2.0,TRUE
22.47,7.61,39.23,56.25,50.79,74113.0,0,113,2,3.0,TRUE
36.91,3.24,43.34,65.69,52.88,94008.0,1,105,2,,TRUE
50.81,14.37,47.31,60.88,93.73,87217.0,1,133,2,,TRUE
67.65,11.02,61.31,16.01,76.02,45875.0,1,85,2,5.0,TRUE
35.09,16.51,57.72,46.46,54.72,53458.0,1,167,2,3.0,TRUE
28.19,6.74,26.08,59.58,97.39,52810.0,1,123,3,,TRUE
35.98,17.73,24.36,30.99,64.51,82444.0,1,148,2,3.0,TRUE
50.34,9.33,33.22,52.48,75.49,89305.0,1,52,1,5.0,TRUE
11.76,4.92,43.78,15.69,58.52,73699.0,1,193,3,,TRUE
54.29,11.66,11.0,36.28,81.42,59501.0,1,194,2,2.0,TRUE
24.12,14.49,10.11,32.15,88.91,38977.0,1,144,0,2.0,TRUE
52.69,14.86,65.82,65.85,52.5,14524.0,1,92,1,3.0,TRUE
65.98,12.18,28.27,13.49,87.4,24965.0,0,97,2,3.0,TRUE
63.97,14.71,20.45,29.44,57.76,32602.0,0,157,3,5.0,TRUE
65.59,9.04,26.83,56.1,87.06,94008.0,1,131,2,4.0,TRUE
21.14,7.42,59.72,52.32,85.68,49338.0,1,163,0,1.0,TRUE
46.96,5.38,44.5,53.18,60.29,8925.0,1,123,1,3.0,TRUE
33.48,14.11,68.76,20.87,83.21,12777.0,1,175,0,4.0,TRUE
24.88,15.63,11.41,40.59,85.98,67495.0,1,158,1,,TRUE
13.11,7.56,62.63,48.53,88.59,64691.0,0,83,2,,TRUE
26.06,8.32,36.81,53.2,98.36,23039.0,0,79,3,3.0,TRUE
58.29,4.72,54.32,53.05,70.15,20515.0,1,68,0,3.0,TRUE
16.37,16.93,49.93,37.56,70.5,62069.0,0,83,1,3.0,TRUE
69.77,3.81,17.12,25.21,94.08,14807.0,1,107,2,1.0,TRUE
57.14,17.8,56.18,57.38,84.47,91494.0,0,139,3,,TRUE
32.06,13.38,39.61,54.47,64.76,96117.0,1,185,1,2.0,TRUE
20.62,15.76,37.14,24.49,80.28,68325.0,1,80,2,,TRUE
18.8,10.78,67.15,22.1,75.0,11676.0,1,178,2,5.0,TRUE
32.44,14.87,46.29,55.73,66.43,73231.0,1,94,2,,TRUE
21.06,3.61,34.43,60.57,70.93,82632.0,1,113,1,1.0,TRUE
45.86,3.5,43.87,11.73,51.03,45170.0,1,86,3,2.0,TRUE
59.45,5.39,31.81,34.93,93.97,6979.0,1,172,1,1.0,TRUE
48.69,9.86,65.06,42.95,70.65,6274.0,1,85,2,3.0,TRUE
25.58,13.92,38.96,67.27,76.64,69166.0,0,122,0,5.0,TRUE
15.85,16.06,40.7,66.81,68.0,80722.0,0,110,2,2.0,TRUE
18.96,3.25,46.96,55.32,84.95,46881.0,1,166,0,,TRUE
50.99,8.2,21.17,56.83,51.78,68831.0,1,83,1,5.0,TRUE
47.06,3.64,14.75,28.56,73.84,33599.0,0,138,3,1.0,TRUE
30.66,9.49,38.15,25.77,61.81,28924.0,1,141,3,,TRUE
18.36,4.11,22.69,64.89,76.09,64746.0,1,102,1,,TRUE
33.13,15.32,22.26,38.63,56.65,13575.0,1,186,0,4.0,TRUE
26.37,10.97,64.79,14.9,50.94,86251.0,1,116,0,5.0,TRUE
17.15,4.8,35.53,55.95,84.97,59147.0,1,121,3,2.0,TRUE
13.05,14.67,55.68,21.26,92.78,48090.0,1,137,0,5.0,TRUE
15.82,12.69,11.27,20.25,70.77,68506.0,1,133,1,3.0,TRUE
14.23,10.93,32.04,23.32,82.84,94846.0,1,95,2,2.0,TRUE
1.67,546,0.12,0.12,49.52,63012,1,0,0,0,FALSE
2.4,550,0.1,0.1,31.91,320000,1,0,0,0,FALSE
1.76,800,0.16,0.16,179.64,101700,1,0,0,0,FALSE
2.18,383,0.11,0.11,118,10224,1,0,0,0,FALSE
2.37,307,0.09,0.09,96.75,102244,1,0,0,0,FALSE
2.47,867,0.12,0.12,113.2,17672,1,0,0,0,FALSE
1.98,620,0.1,0.1,1.12,47124,1,0,0,0,FALSE
2.51,849,0.09,0.09,7.56,109044,1,0,0,0,FALSE
2.33,104.56,0.09,0.09,138.71,192200,1,0,0,0,FALSE
2.18,363,0.19,0.19,178,54904,1,0,0,0,FALSE
1.59,472,0.14,0.14,67.82,116682,1,0,0,0,FALSE
1.7,518,0.22,0.22,68,47740,1,0,0,0,FALSE
2.5,270,0.16,0.16,56,41184,1,0,0,0,FALSE
2.09,1.8,0.2,0.2,142,116644,1,0,0,0,FALSE
1.78,740,0.19,0.19,33.56,10368,1,0,0,0,FALSE
2.06,716,0.19,0.19,132,26450,1,0,0,0,FALSE
2.24,607,0.07,0.07,127,268644,1,0,0,0,FALSE
2.44,480,0.12,0.12,50,85698,1,0,0,0,FALSE
2.55,72,0.22,0.22,2.11,157922,1,0,0,0,FALSE
2.26,562,0.1,0.1,73,68080,1,0,0,0,FALSE
1.89,491,0.19,0.19,170,481134,1,0,0,0,FALSE
2.18,585,0.11,0.11,46,68080,1,0,0,0,FALSE
1.81,490,0.16,0.16,176,481134,1,0,0,0,FALSE
2.04,517,0.18,0.18,74,481134,1,0,0,0,FALSE
2.11,718,0.15,0.15,178,481134,1,0,0,0,FALSE
2.24,350,0.17,0.17,156,157922,1,0,0,0,FALSE
2.64,489,0.12,0.12,27.16,481134,1,0,0,0,FALSE
2.5,480,0.2,0.2,129,3280,1,0,0,0,FALSE
2.02,585,0.23,0.23,129,211250,1,0,0,0,FALSE
1.89,983,0.21,0.21,130,32768,1,0,0,0,FALSE
1.87,270.7,0.19,0.19,146.6,25538,1,0,0,0,FALSE
2.29,106.4,0.13,0.13,139.57,3280.5,1,0,0,0,FALSE
2.44,367.02,0.22,0.22,134.23,32768,1,0,0,0,FALSE
2.41,624.69,0.13,0.13,140,114720,1,0,0,0,FALSE
2.24,668,0.13,0.1,11.83,211250,1,0,0,0,FALSE
2.22,700,0.1,0.1,147.07,211250,1,0,0,0,FALSE
2.33,680,0.1,0.1,105.53,211250,1,0,0,0,FALSE
1.85,350,0.21,0.21,56.44,211250,1,0,0,0,FALSE
2.2,450,0.12,0.12,119.1,211250,1,0,0,0,FALSE
2.25,445,0.16,0.16,18.39,211250,1,0,0,0,FALSE
1.64,346,0.11,0.11,98.38,211250,1,0,0,0,FALSE
11.38,2.47,11.39,11.39,56,5533,1,159,3,2,TRUE
12.67,17.48,12.67,12.67,70.78,5523,1,55,1,2,TRUE
10.31,15.78,10.31,10.31,95,95964,1,76,0,1,TRUE
67,6.8,67,67,85,10858,1,173,2,0,TRUE
44.12,6.18,44.13,44.13,67,12255,1,80,0,4,TRUE
21,12.67,21.76,21.76,82,14904,1,80,3,1,TRUE
25,15,25,25,84,22301,1,92,3,5,TRUE
